Timestamp,CPU_Usage(%),Memory_Usage(%),Disk_IO(MBps),Network_In(MBps),Network_Out(MBps),Active_Users,Server_Load(%)
2024-01-01 00:00:00,41.83591010202581,39.62792628019295,307.39814522761674,651.7743845370438,723.0652447079216,3304,38.343877123929815
2024-01-01 01:00:00,90.81071604484288,38.523409930399986,412.44454818499383,180.66249848411456,690.4101743689964,913,52.96845039764062
2024-01-01 02:00:00,72.21948505396944,87.96909353907775,392.07241840557157,873.6706177212668,104.79665667672408,4003,68.1251224695142
2024-01-01 03:00:00,60.88597115674811,38.715964988712955,119.25495711219816,616.9850766785491,923.3466808567421,3158,32.85688821800819
2024-01-01 04:00:00,23.261584437607105,40.39622945964733,117.16226138366326,165.6318447213847,572.7874801352514,3105,30.17873330630738
2024-01-01 05:00:00,23.259534228577223,76.95486968134728,170.678465485211,962.7146769063947,370.0882659243274,4044,44.98462344364314
2024-01-01 06:00:00,14.937107034296954,53.7304881837905,212.48362685346675,523.1818087019674,758.9731976603535,2732,25.50069611490349
2024-01-01 07:00:00,83.62497239086949,78.2532917716386,233.80501163381717,82.16946735293845,264.79180381761773,4740,63.666869366623274
2024-01-01 08:00:00,61.09477599817275,24.90246181732889,355.8637475750054,630.5645753709166,696.5747386758572,663,29.727760918355486
2024-01-01 09:00:00,70.18616911266386,56.56783952550382,75.50619447462593,260.6669179426821,49.31409549652475,1922,43.72879122105483
2024-01-01 10:00:00,11.749682015143208,22.5210200137462,65.60271690172988,805.6565173585294,841.0139572331792,3204,21.192979080220155
2024-01-01 11:00:00,92.44233743376952,24.69899025915159,226.35975332475905,819.6438528305288,453.6891385511053,4610,65.01614663382415
2024-01-01 12:00:00,80.75762446803584,87.98280900083083,363.72366146209123,979.1578822961152,640.3259852143623,3423,62.76379237667292
2024-01-01 13:00:00,28.048824407653473,30.443402833819636,137.04590433041716,506.85083571425866,229.02544160861683,3241,24.501808382182322
2024-01-01 14:00:00,25.455122212603552,59.931551170641285,338.67701656531324,460.40731093045974,680.3029755318635,617,29.472496920623286
2024-01-01 15:00:00,25.589383337541875,50.832170195052996,166.92266207313475,755.9408493920158,774.5178731343439,4183,25.84152933168425
2024-01-01 16:00:00,35.860590651560706,46.050749469413205,448.73874896608237,141.1459497785073,478.4810550155547,294,25.26971942898888
2024-01-01 17:00:00,54.60429668874021,87.48750092654544,453.0604749199774,551.446358655193,621.5496548211763,70,47.94314055214338
2024-01-01 18:00:00,46.71532658457984,21.63675475816171,183.7792419265969,550.7851241295424,461.76266458417456,443,21.593515446275866
2024-01-01 19:00:00,34.75447691683357,69.78422646316918,153.49718928345823,98.57839158228334,895.1504555652671,3864,48.55226558843252
2024-01-01 20:00:00,62.007496051402256,92.25458256601628,235.08678742980408,423.80424465184444,502.890488709176,2105,50.220286365026325
2024-01-01 21:00:00,21.856978155423555,62.01261375963814,158.23921333106694,854.75195058153,843.3906219385307,3565,38.981602011071445
2024-01-01 22:00:00,34.832295125493545,90.26168465248189,352.57272948126666,857.5920857747137,803.3385376875461,2425,53.20393480536899
2024-01-01 23:00:00,41.14075667996379,23.919340946451783,421.72910804672847,108.2452882704842,416.399773134873,1960,29.46072868015519
2024-01-02 00:00:00,48.76594865844805,51.40949893056211,352.8914589100477,99.81367392035254,237.7836469389003,339,34.919976357767965
2024-01-02 01:00:00,76.73995671840616,39.51183432215384,420.95770126220725,270.06852223191595,412.02131123417325,2608,48.99694204887111
2024-01-02 02:00:00,26.972271483460577,74.81157237355472,228.64647299336335,876.0184019284535,827.955202017468,410,31.849562635751177
2024-01-02 03:00:00,53.709927265156985,93.5972817872935,120.34263681898739,137.61355922276397,235.35621046119843,1672,42.72681444987188
2024-01-02 04:00:00,60.35523835327361,39.23975468331859,382.0779263289165,722.7968346011718,529.1919823991718,4364,39.745760081283194
2024-01-02 05:00:00,13.948285081199806,69.0630951105556,212.21352731369925,110.15396341697219,808.03578048114,4144,34.53034698825719
2024-01-02 06:00:00,61.64131241162226,34.85732245698051,352.0718713531096,626.9064752103471,359.942700377095,2503,35.416287276890486
2024-01-02 07:00:00,24.49455051341978,62.39976909287074,171.78977389179454,362.5066261279534,645.7875406326705,2065,30.582136504382568
2024-01-02 08:00:00,15.529385403748758,54.794936501625216,86.5533356630027,791.0248233362083,253.1752583083264,2090,29.226130909044535
2024-01-02 09:00:00,90.65527066653333,92.90039972236528,496.6618079694935,241.35354433710998,118.18665091447832,2094,69.0453490456854
2024-01-02 10:00:00,92.07872281133754,65.63954545223498,120.29067856876968,642.8098110960602,796.4403828419278,2850,67.51572662080034
2024-01-02 11:00:00,78.7137745898992,46.21297790651141,494.78944728356646,243.3257092301261,107.97893717461976,3020,52.860240897921116
2024-01-02 12:00:00,35.89217037973651,28.557183866595004,489.7759696549013,716.5236802810323,278.66758112878875,881,26.450877060487446
2024-01-02 13:00:00,18.30212969054263,31.34351215512009,407.2181467586178,874.9412542151413,856.5583277774657,1843,16.84845909372168
2024-01-02 14:00:00,68.15980725353333,36.89876974634263,346.74033293689894,135.53378113549243,353.00459420788053,3742,39.16202333160915
2024-01-02 15:00:00,47.41296196786611,38.82249960052235,310.0131726129881,867.9297317095485,973.3148960190194,1841,32.229323942250495
2024-01-02 16:00:00,20.373249961806202,83.79620433808535,439.7456954200256,597.639501870155,979.9369914261212,2891,35.43423687288374
2024-01-02 17:00:00,52.090037359457966,62.09170912118937,180.24778472876957,135.83938595835372,275.5932602490211,4740,48.109689525767564
2024-01-02 18:00:00,12.923024294793564,59.25431835307748,260.4565456181947,433.2664368061149,50.568440027391546,2204,22.023313409413703
2024-01-02 19:00:00,87.29223417669648,28.60766539019131,328.72548621492587,169.2516905502469,708.0126513633253,630,48.971636973911686
2024-01-02 20:00:00,31.99629843600144,84.51047700120762,235.035714141271,703.3444099779039,456.4766376218603,2903,40.3032878421953
2024-01-02 21:00:00,66.31439417008846,74.21107274063628,242.3689043406206,761.2794530737701,109.74531551998052,2286,51.54223438336052
2024-01-02 22:00:00,36.49544146759993,25.07512714250012,198.62810037593798,114.73855507007096,710.4475907882623,4226,30.471754214921177
2024-01-02 23:00:00,54.20578180011392,73.08763229223266,303.90431750804123,511.0784541676979,40.86316002080201,2205,53.63448714072378
2024-01-03 00:00:00,56.47037374417877,60.76536630069845,432.7585376068022,816.478805465658,871.4947235873198,1394,52.39922357265535
2024-01-03 01:00:00,25.712628719669798,26.12940093100837,140.68777010284077,936.8014111354865,147.2660038221707,395,28.0510814727394
2024-01-03 02:00:00,92.41469335998748,54.372548114649234,470.4948674390486,518.3826880743522,136.03875995925776,1936,50.74066367663272
2024-01-03 03:00:00,75.88628998569473,56.352221534753525,360.08944418670336,950.776431375293,183.91557498889867,604,46.60248007367896
2024-01-03 04:00:00,89.85741003295607,32.433090512245684,420.4729457060136,540.3320807514696,960.6636949071459,3820,50.49595891459462
2024-01-03 05:00:00,86.06032478635015,90.92736102502117,300.28581168350524,400.2485896539089,696.2376666513076,4447,72.44788386067445
2024-01-03 06:00:00,60.82149819894224,83.74815286104965,400.7825156408286,849.7210972673665,803.3578201090004,249,51.497458153959755
2024-01-03 07:00:00,88.35930997696494,70.17667529968313,57.290178802760245,498.05288335350815,403.6586358754255,2990,59.461717338860936
2024-01-03 08:00:00,17.521862674413157,54.67216707504554,418.27119115079086,477.1834854588778,342.949600229906,3540,27.180713148462047
2024-01-03 09:00:00,26.65854330562734,50.88241561883814,68.06248658841494,495.40936451573003,242.13916671533823,356,21.652973314143637
2024-01-03 10:00:00,13.844319557395735,68.82301003632156,450.46101936328813,848.3171518510479,485.84154802928487,3125,19.163819105305485
2024-01-03 11:00:00,37.653078114877474,60.90739020551791,496.3832362573895,833.6221262711716,556.3104461988269,1706,30.254625639942677
2024-01-03 12:00:00,43.03756962360597,24.670482941141422,182.33035797955003,409.4847925158091,635.4570952162278,2742,34.43404605770788
2024-01-03 13:00:00,33.06466770078116,58.437698657774874,144.64335032860714,339.96686127181977,264.5473189587076,1814,41.708699096351154
2024-01-03 14:00:00,80.44268827791399,80.48027129246296,394.4135137361183,497.008743798738,949.1675400939607,325,63.71044463521693
2024-01-03 15:00:00,40.32403276895509,54.44299081977186,163.86185341411397,577.0447846397379,178.0609132250645,3411,43.83068006442845
2024-01-03 16:00:00,33.879433323427364,23.89674331657013,439.50307242749153,245.953838521717,965.9966430187482,1451,18.56308659176736
2024-01-03 17:00:00,56.12916706845112,78.97086495380248,96.27916647086451,796.0155338684347,24.70756128242875,4783,49.802814075479276
2024-01-03 18:00:00,21.978559122854826,35.10228366019808,106.67983837071122,491.61793807509866,486.3144348986772,1825,13.916993032791396
2024-01-03 19:00:00,78.18674336409337,39.39656261660291,490.618199795277,340.70509293576,340.03415973539717,3431,47.03968034119961
2024-01-03 20:00:00,16.33680471278052,32.35297650742219,353.2275042215021,115.75278303435071,454.63217979094827,4100,24.876145933868727
2024-01-03 21:00:00,93.88538961104398,44.766129865362316,431.09925099302876,246.45670879957086,574.9579331909812,3510,52.96507344443787
2024-01-03 22:00:00,75.64080539021587,76.75636292664763,195.9482198081831,949.7883600384239,441.23326643258196,1930,59.29867140226615
2024-01-03 23:00:00,26.890832930404656,58.9539394627953,354.417687284272,312.0486899513313,420.698381798579,3885,39.47180385857846
2024-01-04 00:00:00,10.469379955506204,35.36609556130344,317.40882228886875,177.17069647336496,735.3961812591734,4328,21.081128426851656
2024-01-04 01:00:00,79.3142214186609,85.83725586140307,321.41755405532615,466.0660637384433,689.0175123356,1894,54.56477668626752
2024-01-04 02:00:00,70.08287422704745,85.96863912136469,357.1396067919747,314.0168659266462,834.9385692154895,3427,67.58237424623488
2024-01-04 03:00:00,71.96560928348393,85.29338187845052,308.9116279080944,44.807657768482215,257.4593914271006,121,54.79196940003309
2024-01-04 04:00:00,75.55797946830539,37.909715853615445,243.07806618619966,329.9137651066231,613.433224656523,1726,54.7541365847364
2024-01-04 05:00:00,16.29379539739768,53.842950813574106,174.1652124712461,548.6675377000739,589.3428375389253,1345,25.822299149991643
2024-01-04 06:00:00,40.469586926263176,93.87422421056563,395.8615989109409,556.1952482997673,376.04043276396186,1093,47.347166619906076
2024-01-04 07:00:00,19.848870059636027,77.90093572324928,151.8225935014338,362.9933319651198,491.1969664836541,2675,31.83734464088118
2024-01-04 08:00:00,83.36379119942545,22.037556591916985,361.5594377694864,452.8297286900746,320.64432187267147,3092,44.023066790391375
2024-01-04 09:00:00,62.980340780342424,24.890344344536903,154.999770192197,965.8627390524188,150.42595364081535,864,26.593225768408452
2024-01-04 10:00:00,38.12633211247518,54.79485326092496,331.39857647950424,383.5749924580085,221.6631985561055,2244,29.458867006843672
2024-01-04 11:00:00,15.402459774312009,88.191515439617,386.185220208063,265.64454512738314,114.45850993718908,3550,43.4242637782426
2024-01-04 12:00:00,36.433497345831285,60.402634846453566,148.42125000794266,251.03237362609252,686.2388794382229,359,31.99927247668367
2024-01-04 13:00:00,37.6405823722735,57.33593810257177,76.97448538758873,463.1869665770928,664.12011917806,2111,34.36572423659532
2024-01-04 14:00:00,72.01652515873545,27.910527496747292,108.93818434737834,761.9249472297746,951.1003078640741,4277,42.03163840908274
2024-01-04 15:00:00,64.19238506519312,69.25850785432206,322.69863527196145,213.92830234658848,732.3816295107689,1927,48.3808878601558
2024-01-04 16:00:00,85.41308311898776,81.65773704501692,432.250882801581,712.2031658693604,61.52538036857013,2852,70.03187156913604
2024-01-04 17:00:00,50.13826863876569,48.531500563067176,70.24856955594096,30.938325115922122,885.4027221896647,2536,40.40786640878978
2024-01-04 18:00:00,20.165510904755642,78.17088881939955,380.3680665687408,424.74364820410653,864.0484113162685,4885,35.38739660725069
2024-01-04 19:00:00,70.62580691395458,92.33574904256088,203.59339067752344,778.106414550759,448.8871175649717,3795,68.69297094779506
2024-01-04 20:00:00,74.66672913243629,35.28248443457668,265.3377664637851,345.3456262166871,590.0044200226423,844,50.7646299323376
2024-01-04 21:00:00,57.70856179340718,59.2497223396056,467.9867974305045,568.0997304309454,976.3175491477937,4064,51.459864759495666
2024-01-04 22:00:00,75.53221029613768,41.53534685634317,199.38717713113047,212.92944049765168,536.9813202096846,4403,55.93593923430217
2024-01-04 23:00:00,51.97262569097321,79.46408142753795,259.4016202727687,744.5754372149106,906.2686100923289,3457,57.64618929149533
2024-01-05 00:00:00,54.432290497469495,63.31950244108681,56.157086642306496,61.75631223607202,92.20837023208458,2506,37.49774233889189
2024-01-05 01:00:00,46.34098656047672,67.59368131627278,86.71942400217726,854.0172184267453,199.14135002159603,1901,51.93785085850088
2024-01-05 02:00:00,12.160625773248091,79.84356197119206,166.3662160106528,206.21442255745146,446.34739400690466,1024,36.35938925404286
2024-01-05 03:00:00,19.170771294430878,49.69778544968412,62.533508369483485,875.6540513912474,588.9092402539317,1097,27.215917657242223
2024-01-05 04:00:00,12.671480783372411,88.63175513052825,334.11889672171293,359.00394888751214,818.0655733441722,4416,39.86281615674658
2024-01-05 05:00:00,64.09488495742133,59.977165043460495,241.87926056073013,725.4567387297418,988.379493991755,4287,45.51889141641245
2024-01-05 06:00:00,36.72025839148777,31.8466117126511,296.66534122760993,326.03304480832657,394.96298150937525,3839,30.26308135190912
2024-01-05 07:00:00,53.22850874899974,72.19243386266018,128.5912336533483,906.852554522301,56.94147977868408,3071,51.33311874104602
2024-01-05 08:00:00,87.1431502837179,79.49460128286908,183.16941324647726,135.37075426319063,803.1597882623715,4419,62.021848603149806
2024-01-05 09:00:00,31.18983947765437,43.7571257800645,348.7210136837263,186.7345913798727,608.33691189198,4079,33.412337188177425
2024-01-05 10:00:00,44.88254845802853,84.28844427490647,484.38622563367994,498.0998239072143,206.55743027951965,514,38.349845811628725
2024-01-05 11:00:00,74.22184677615914,87.96074410743248,72.68754812099414,91.11905464776467,499.88017205520595,337,54.8278410623725
2024-01-05 12:00:00,29.44784406678791,40.76783655333567,450.67294438486977,204.0203828547443,744.8871430783871,3245,23.73635176142894
2024-01-05 13:00:00,16.543292335447404,93.76411045364165,309.5965405900438,944.3287183898942,772.7076691979573,925,29.30766963128545
2024-01-05 14:00:00,34.628873497670284,30.55336460365688,303.76380504003066,976.7247645364083,504.62222787877437,2042,28.802005837484696
2024-01-05 15:00:00,23.703809416590374,35.15117513018674,275.12534084349215,382.4967360371177,312.1623848275705,2975,23.078088513689924
2024-01-05 16:00:00,89.02430044911871,33.816862942851955,81.22733865688252,924.0531608037962,974.0051562181086,1170,45.66582608046068
2024-01-05 17:00:00,78.69023226297544,87.04922825059028,90.4445832812723,549.3764289166974,666.7289848469279,496,55.415643206512854
2024-01-05 18:00:00,63.83931930338599,69.07194142437214,320.4104025465887,277.04504121502936,414.1551441528357,2882,65.63690008679819
2024-01-05 19:00:00,84.074150165956,31.407821241670465,203.43135714600123,705.3747338697926,287.6585919626059,3618,53.32484186741248
2024-01-05 20:00:00,78.31212653642473,53.02425637762617,462.7706299599563,662.3127885091086,733.7919531735265,2946,56.69784522369628
2024-01-05 21:00:00,25.858455005313047,66.14735188023515,232.9657418117625,989.234065917646,249.76161113783002,771,27.852509884662965
2024-01-05 22:00:00,85.86751487164811,26.259806374203748,114.47665641618849,272.39681453519046,179.9928890839513,2213,49.17470130377702
2024-01-05 23:00:00,55.84409056283031,86.18122763055041,371.6234750759162,675.3389076351181,534.5355500724496,2632,52.31739949890682
2024-01-06 00:00:00,78.63241318894532,80.27026515811514,182.00903964845443,61.50351747915243,297.08751871770045,1401,54.4187961185107
2024-01-06 01:00:00,86.16776049349693,57.890508018247864,286.4616383101519,122.50957830975221,632.6160934743789,4030,69.53971360896598
2024-01-06 02:00:00,37.03029537260843,92.53449614443778,364.0247534773265,13.87919120158233,126.75928812549115,4552,54.540423803422826
2024-01-06 03:00:00,19.354413584852523,51.332073445632474,455.1188500409317,999.4660742490764,658.3916935216483,3434,32.62108061999168
2024-01-06 04:00:00,29.374488816065043,93.80827392773733,406.4860376607542,804.250960176003,290.4635627177252,1775,38.5836096008886
2024-01-06 05:00:00,46.30416203323178,70.09399991027203,354.36248054272585,788.8557845862053,10.240505090167604,743,34.684818569439585
